,id,content
60,18,"'2. Rice case worm : Nymphula depunctalis : Pyraustidae: Lepidoptera Symptom of attack: Plants stunted, caterpillars hanging on the leaf edges in a tubular case . Nature of damage: The caterpillar cuts a piece of leaf, rolls it longitudinally into a tubular structure and remains inside. It feeds by scraping the green tissue of the leaf. The cases often float in the water. Its damage can be distinguished from damage by other pests in two ways, firstly the ladder like appearance of the removed leaf tissue resulting from the back and forth motion of the head during feeding and secondly the damage pattern is not uniform through out the field because the floating cases are often carried in the run off water to low lying fields where the damage is more concentrated. Egg: Eggs are light yellow, disc like, smooth and irregular in shape. They are laid on the under side of the leaves floating on the water. Larva: They hatch into green caterpillars with orange brownish head. Each caterpillar lives inside a tubular case and hang down the leaves. The tubular cases are open at one end. The inside of the case is lined with silk to hold a thin film of water, which is essential for respiration and preventing desiccation of the larvae. The cases are replaced with each moult. It moves up and down with the protruded legs and scrapes the green matter. It drops in the water when disturbed. It is semi aquatic and can breathe by filamental gills at the sides. Full-grown caterpillars measure upto 15 mm length. Pupa: It pupates inside the leaf case. Fresh pupae are milky white, which gradually turn to light yellow.'"
61,19,"'3. Rice skipper : Pelopidas mathias : Hesperidae: Lepidoptera Symptom of attack: Leaves folded longitudinally and scrapped patches in such places. Nature of damage: The caterpillar folds the leaves and feeds from inside. It feeds on the parenchyma and leaf gets reduced to skeleton. Occurs in the nursery and planted crop. Not a serious pest. Egg: Eggs are laid on the leaves. Larva: The caterpillar is elongate, yellowish green with four white dorsal stripes, smooth and with a constructed neck and red ‘V’ mark on the head, which is distinct. Pupa: Pale green pupa has white longitudinal lines on it and is attached to the leaf blade by a silk girdle. Adult: The adult is a dark brown skipper butterfly with two white spots on the wings.'"
62,20,'4. Leaf folder/ roller : Cnaphalocrocis medinalis : Pyralidae: Lepidoptera Symptom of attack: Leaves folded longitudinally or transversely with silk and scrapped patches in such places. Nature of damage: Larvae remain inside the fold and scrapping off green portion of the leaves leaving white patches. Egg: Flat oval yellowish eggs laid singly or in pairs on the undersurface of tender leaves. Larva: Larva is yellowish green in colour and translucent about 16-20 mm long. Pupa: It pupates inside the fold. Adult: Adult is small yellow coloured moth with dark wavy lines on both pairs of wings.'
63,21,"'5. Rice horned caterpillar : Melanitis ismene : Nymphalidae: Lepidoptera Symptom of attack: Defoliated leaves. It is a minor pest. Nature of damage: The larva feed on the paddy leaves at night, remaining inactive during daytime. Egg: Eggs are white, round laid singly on the paddy leaves. Larva: Larva is green in colour with roughened skin, flattened dorsally and has a dark brown head with a pair of red horn like processes and two yellow processes in the anal end. It feeds on the leaves. Pupa: Dark green chrysalis hangs from the leaf and is attached to the leaf blade by its anal extremity. Adult: The butterfly is dark brown with large wings having a few black and yellow eye- like markings one on each of the forewings and six ocellar spots on hindwings.'"
64,186,"'3. Lesser grain borer/Hooded grain borer/paddy borer beetle, Rhyzopertha dominica , Bostrychidae, Coleoptera Host range: Paddy, rice, wheat, maize. It is able to attack paddy more easily than S. oryzae. Life history: 550 E       4-6 d G 4'"
65,227,"'Fruits and vegetables are processed by various methods like low temperature, thermal treatment, concentration, freezing and irradiation. But prior to subjecting fruits and vegetables to such treatments, all fruits and vegetables undergo some preliminary operations. Each processing method is based on certain principles and each has its own advantages and disadvantages.'"
66,24,"'7. Grass hoppers : Hieroglyphus banian (Large grasshopper) Oxya nitidula (Small grasshopper) : Acrididae: Orthoptera Symptom of attack: The nymphs and adults nibble leaves and also earheads in the early stages. Nature of damage: Both the adults and nymphs feed on the leaf and in severe cases the entire leaf may be eaten away. It is capable of causing severe damage. In the earhead stage the adults nibble at the tender florets or grain or into the base of the stalks causing white ears. Life stages H. banian has only one brood in a year. O . nitidula breeds throughout the year.  Egg: It lays eggs in the wet sandy soil during October to November at a depth of about 2”especially in the side of bunds. The eggs are laid in batches of 30-40, hatch only in June to July on receipt of the monsoon rains. Eggs are yellowish and covered with gummy substrate that hardens into a waterproof coating. Nymphs:  The nymphs feed on the grasses or paddy Adult: They grow into adults by August to September. H. banian measures about 1½ inches long. There are three transverse dark lines on the prothorax, which is helpful for identifying the pest. O. nitudula is about one inch long and has a longitudinal brown streak on either side of the thorax.'"
67,25,'8. Spiny beetle/ Rice hispa : Dicladispa armigera : Chrysomelidae: Coleoptera Symptom of attack: The mining of the grubs will be clearly seen on the leaves. White parallel line will be clear on the leaves. Nature of damage: The grub mines into the leaf blade and feed on the green tissue between the veins. Adults also feed in the green tissue; they scrape the green matter of the tender leaves. Generally the plants are affected in the young stage. Egg: Eggs are laid inside minute slits on the tender leaves generally toward the tip. Grub: The grub is whitish yellow and flattened. It feeds inside the leaf tissue by mining. It pupates inside. Adult: The adult beetle is somewhat square shaped about 1/6 to 1/8” in length and width. Dark blue or blackish in colour with spines all over the body.'
68,47,"'9. Whitegrub, Holotrichia consanguinea , Melolonthidae, Coleoptera Symptom of damage: Death of grown up plants. Leaves and tender shoots nibbled. Nature of damage: Grub feed on the root and rootlets, results in the death of the plants. Adults nibble on the leaves and tender shoots. They can move under soil, thus can migrate from one plant to another.'"
69,48,"'10. Root aphid , Tetraneura nigriabdominalis , Aphididae, Hemiptera Symptom of damage:  Wilting and drying of plants in patches. Presence of black ants, Camponotus compressus , around the base of the plants. Nature of damage: Nymph and adult attack underground parts of the plants, they suck sap from roots. Plants become weak and may wilt. Nymph and Adult: Pinkish globular aphids.'"
70,49,"'3. Cutworm, Agrotis ipsilon , Noctuidae, Lepidoptera Symptom of damage: Cutting of tender stem and defoliation. Nature of damage: Larva defoliates the crop. Larva: Greasy to touch; coil up at the slightest touch. Blackish brown with red head, greyish green laterally with dark stripes. Adult: Stout moth with brownish forewings with wavy lines and spots; hindwings hyaline.'"
71,84,"'6. Flea beetle , Phyllotreta cruciferae , Alticidae, Coleoptera 7. Diamond back moth , Plutella xylostella , Plutellidae, Lepidoptera Lecture No. 11. PESTS OF OILSEEDS - GROUNDNUT'"
72,88,"'Symptom of damage: Branches may droop and the plants show wilting and may die when the grubs reach the root. Nature of damage: Grubs tunnel the stem just below the soil surface and main roots, tunnel containing elongate flat-headed grubs. Life stages Egg: Small flat oval eggs laid on the main stem of the plants. Grub: Slender pale whitish with flattened anterior portion, called ‘flat-headed grubs’. Pupa: Pupation occurs inside burrows (tunnels) from which the adult beetles emerge by cutting their way out. Adult: Dark brown, shiny beetle, jewel like and small (1 cm) beetle.'"
73,29,"'2. Stem borer : Chilo partellus : Crambidae: Lepidoptera Symptoms of attack: Presence of circular holes on the unfolded leaves and dead hearts in the early stages are the main symptoms. The boreholes may be visible in contrast to the dead heart caused by the stem borer. When grown up plants are attacked the symptoms will not be quite visible. Nature of damage: The caterpillar bores into the stem and feeds on the central shoot. There may be more than one caterpillar in a single plant. In early stages, the caterpillars make circular holes on unfolded leaves and later central shoot dries up producing dead heart. Later it acts as an internode borer and is found till the time of harvest. Young cobs may also be attacked. Yield is affected much and the quality of the fodder is also reduced. The damage caused to the crop by this pest was estimated to range between 70 – 80%. Egg: Eggs are yellowish in colour, flat and oval, laid on the underside of the leaves, near the midrib. Larva: The larva is pale white with black dots and brown head. The newly hatched caterpillars migrate to the top of the plant and enter the stem or it mines in the midrib or bores into the stem near the node and feeds upwards. The larvae remain dormant in winter and hibernate. A caterpillar is dirty white with a brown head and thorax. There are four longitudinal stripes on its dorsal surface. Pupa: Pupation takes place inside the stem. Adult: Moth is medium sized and straw coloured. Male has pale brown forewings provided with dark brown scales forming a dark area along the coastal margin. Hind'"
